,0,1
C321-MMD-RT-DPP-130-591702.pdf,"<re.Match object; span=(735, 761), match='C321-MMD-RT-DPP-130-591702'>","<re.Match object; span=(764, 767), match='P02'>"
C321-MMD-RT-DPP-130-591703-merged.pdf,"<re.Match object; span=(735, 761), match='C321-MMD-RT-DPP-130-591703'>","<re.Match object; span=(764, 767), match='P02'>"
C321-MMD-RT-DPP-130-591703.pdf,"<re.Match object; span=(735, 761), match='C321-MMD-RT-DPP-130-591704'>","<re.Match object; span=(764, 767), match='P02'>"
C321-MMD-RT-DPP-130-591704.pdf,"<re.Match object; span=(735, 761), match='C321-MMD-RT-DPP-130-591705'>","<re.Match object; span=(764, 767), match='P02'>"
C321-MMD-RT-DPP-130-591705.pdf,"<re.Match object; span=(735, 761), match='C321-MMD-RT-DPP-130-591702'>","<re.Match object; span=(764, 767), match='P02'>"
